0.56000,0.3025000095
0.56100,0.4209499955
0.56200,0.7918999791
0.56300,0.4292750061
0.56400,0.4505749941
0.56500,0.6893749833
0.56600,0.6773999929
0.56700,0.5001749992
0.56800,0.6306250095
0.56900,0.6396999955
0.57000,0.6722750068
0.57100,0.6004999876
0.57200,0.5210000277
0.57300,0.5878250003
0.57400,0.5680500269
0.57500,0.5238249898
0.57600,0.4968999922
0.57700,0.6939250231
0.57800,0.4921250045
0.57900,0.3441500068
0.58000,0.7382500172
0.58100,0.3874999881
0.58200,0.6011250019
0.58300,0.3115749955
0.58400,0.1839500070
0.58500,0.7151749730
0.58600,0.4822250009
0.58700,0.7172250152
0.58800,0.5762249827
0.58900,0.6082999706
0.59000,0.2289000005
0.59100,0.1873500049
0.59200,0.4442000091
0.59300,0.6833000183
0.59400,0.6306750178
0.59500,0.7602249980
0.59600,0.6196500063
0.59700,0.3014250100
0.59800,0.3350000083
0.59900,0.6961500049
0.60000,0.5533750057
0.60100,0.4861249924
0.60200,0.4882749915
0.60300,0.6140750051
0.60400,0.6065999866
0.60500,0.9180750251
0.60600,0.6158499718
0.60700,0.4027499855
0.60800,0.7828500271
0.60900,0.4301500022
